time_ms,thr,roll_sp,roll_gyro,roll_P,roll_I,roll_D,pitch_sp,pitch_gyro,pitch_P,pitch_I,pitch_D,yaw_sp,yaw_gyro,yaw_P,yaw_I,yaw_D
3998,1000,0.00,-15.02,0.000,0.000,0.000,0.00,21.26,0.000,0.000,0.000,0.00,-31.35,0.000,0.000,0.000
4018,1000,0.00,-16.64,0.000,0.000,0.000,0.00,21.27,0.000,0.000,0.000,0.00,-31.46,0.000,0.000,0.000
4038,1000,0.00,-17.31,0.000,0.000,0.000,0.00,24.49,0.000,0.000,0.000,0.00,-30.36,0.000,0.000,0.000
4058,1000,0.00,-16.93,0.000,0.000,0.000,0.00,29.79,0.000,0.000,0.000,0.00,-28.45,0.000,0.000,0.000
4078,1000,0.00,-16.26,0.000,0.000,0.000,0.00,37.04,0.000,0.000,0.000,0.00,-25.94,0.000,0.000,0.000
4098,1000,0.00,-14.99,0.000,0.000,0.000,0.00,45.19,0.000,0.000,0.000,0.00,-22.68,0.000,0.000,0.000
4118,1000,0.00,-13.25,0.000,0.000,0.000,0.00,53.68,0.000,0.000,0.000,0.00,-19.52,0.000,0.000,0.000
4138,1000,0.00,-11.81,0.000,0.000,0.000,0.00,61.35,0.000,0.000,0.000,0.00,-17.04,0.000,0.000,0.000
4158,1000,0.00,-11.71,0.000,0.000,0.000,0.00,66.13,0.000,0.000,0.000,0.00,-16.10,0.000,0.000,0.000
4178,1000,0.00,-13.95,0.000,0.000,0.000,0.00,68.05,0.000,0.000,0.000,0.00,-16.84,0.000,0.000,0.000
4198,1000,0.00,-17.40,0.000,0.000,0.000,0.00,66.52,0.000,0.000,0.000,0.00,-18.78,0.000,0.000,0.000
4218,1000,0.00,-20.50,0.000,0.000,0.000,0.00,61.33,0.000,0.000,0.000,0.00,-21.68,0.000,0.000,0.000
4238,1000,0.00,-23.02,0.000,0.000,0.000,0.00,52.95,0.000,0.000,0.000,0.00,-25.06,0.000,0.000,0.000
4272,1000,0.00,-24.58,0.000,0.000,0.000,0.00,34.26,0.000,0.000,0.000,0.00,-28.86,0.000,0.000,0.000
4278,1000,0.00,-24.50,0.000,0.000,0.000,0.00,30.80,0.000,0.000,0.000,0.00,-29.01,0.000,0.000,0.000
4298,1000,0.00,-23.62,0.000,0.000,0.000,0.00,20.11,0.000,0.000,0.000,0.00,-27.94,0.000,0.000,0.000
4318,1000,0.00,-22.30,0.000,0.000,0.000,0.00,9.88,0.000,0.000,0.000,0.00,-25.06,0.000,0.000,0.000
4338,1000,0.00,-21.05,0.000,0.000,0.000,0.00,1.07,0.000,0.000,0.000,0.00,-20.55,0.000,0.000,0.000
4358,1000,0.00,-20.00,0.000,0.000,0.000,0.00,-5.43,0.000,0.000,0.000,0.00,-13.99,0.000,0.000,0.000
4378,1000,0.00,-17.94,0.000,0.000,0.000,0.00,-9.23,0.000,0.000,0.000,0.00,-6.10,0.000,0.000,0.000
4398,1000,0.00,-14.12,0.000,0.000,0.000,0.00,-10.38,0.000,0.000,0.000,0.00,2.25,0.000,0.000,0.000
4418,1000,0.00,-8.46,0.000,0.000,0.000,0.00,-10.16,0.000,0.000,0.000,0.00,9.89,0.000,0.000,0.000
4438,1000,0.00,-1.39,0.000,0.000,0.000,0.00,-10.00,0.000,0.000,0.000,0.00,15.69,0.000,0.000,0.000
4458,1000,0.00,6.32,0.000,0.000,0.000,0.00,-11.02,0.000,0.000,0.000,0.00,19.87,0.000,0.000,0.000
4478,1000,0.00,13.30,0.000,0.000,0.000,0.00,-13.86,0.000,0.000,0.000,0.00,22.74,0.000,0.000,0.000
4498,1000,0.00,17.76,0.000,0.000,0.000,0.00,-19.19,0.000,0.000,0.000,0.00,24.07,0.000,0.000,0.000
4518,1000,0.00,19.47,0.000,0.000,0.000,0.00,-26.85,0.000,0.000,0.000,0.00,23.74,0.000,0.000,0.000
4538,1000,0.00,19.62,0.000,0.000,0.000,0.00,-35.84,0.000,0.000,0.000,0.00,22.64,0.000,0.000,0.000
4558,1000,0.00,18.40,0.000,0.000,0.000,0.00,-44.91,0.000,0.000,0.000,0.00,21.61,0.000,0.000,0.000
4578,1000,0.00,15.85,0.000,0.000,0.000,0.00,-52.79,0.000,0.000,0.000,0.00,21.34,0.000,0.000,0.000
4598,1000,0.00,13.30,0.000,0.000,0.000,0.00,-59.31,0.000,0.000,0.000,0.00,21.37,0.000,0.000,0.000
4618,1000,0.00,11.36,0.000,0.000,0.000,0.00,-64.87,0.000,0.000,0.000,0.00,21.03,0.000,0.000,0.000
4638,1000,0.00,9.16,0.000,0.000,0.000,0.00,-69.55,0.000,0.000,0.000,0.00,20.13,0.000,0.000,0.000
4658,1000,0.00,6.34,0.000,0.000,0.000,0.00,-73.14,0.000,0.000,0.000,0.00,18.90,0.000,0.000,0.000
4678,1000,0.00,3.19,0.000,0.000,0.000,0.00,-75.60,0.000,0.000,0.000,0.00,17.45,0.000,0.000,0.000
4698,1000,0.00,0.57,0.000,0.000,0.000,0.00,-77.03,0.000,0.000,0.000,0.00,15.66,0.000,0.000,0.000
4718,1000,0.00,-1.10,0.000,0.000,0.000,0.00,-77.45,0.000,0.000,0.000,0.00,13.34,0.000,0.000,0.000
4738,1000,0.00,-2.23,0.000,0.000,0.000,0.00,-76.88,0.000,0.000,0.000,0.00,10.65,0.000,0.000,0.000
4758,1000,0.00,-2.90,0.000,0.000,0.000,0.00,-75.37,0.000,0.000,0.000,0.00,8.00,0.000,0.000,0.000
4778,1000,0.00,-3.10,0.000,0.000,0.000,0.00,-73.34,0.000,0.000,0.000,0.00,5.28,0.000,0.000,0.000
4798,1000,0.00,-2.82,0.000,0.000,0.000,0.00,-70.91,0.000,0.000,0.000,0.00,2.30,0.000,0.000,0.000
4818,1000,0.00,-2.04,0.000,0.000,0.000,0.00,-68.03,0.000,0.000,0.000,0.00,-0.40,0.000,0.000,0.000
4838,1000,0.00,-0.47,0.000,0.000,0.000,0.00,-63.71,0.000,0.000,0.000,0.00,-1.88,0.000,0.000,0.000
4858,1000,0.00,2.67,0.000,0.000,0.000,0.00,-56.64,0.000,0.000,0.000,0.00,-1.24,0.000,0.000,0.000
4878,1000,0.00,7.50,0.000,0.000,0.000,0.00,-45.57,0.000,0.000,0.000,0.00,1.67,0.000,0.000,0.000
4898,1000,0.00,11.15,0.000,0.000,0.000,0.00,-33.75,0.000,0.000,0.000,0.00,5.12,0.000,0.000,0.000
4918,1000,0.00,11.96,0.000,0.000,0.000,0.00,-23.84,0.000,0.000,0.000,0.00,6.88,0.000,0.000,0.000
4938,1000,0.00,11.90,0.000,0.000,0.000,0.00,-15.75,0.000,0.000,0.000,0.00,6.77,0.000,0.000,0.000
4958,1000,0.00,12.17,0.000,0.000,0.000,0.00,-9.28,0.000,0.000,0.000,0.00,5.16,0.000,0.000,0.000
4978,1000,0.00,11.33,0.000,0.000,0.000,0.00,-4.09,0.000,0.000,0.000,0.00,2.44,0.000,0.000,0.000
4998,1000,0.00,7.65,0.000,0.000,0.000,0.00,0.51,0.000,0.000,0.000,0.00,-0.59,0.000,0.000,0.000
5018,1000,0.00,0.58,0.000,0.000,0.000,0.00,5.42,0.000,0.000,0.000,0.00,-3.49,0.000,0.000,0.000
5038,1000,0.00,-9.81,0.000,0.000,0.000,0.00,10.86,0.000,0.000,0.000,0.00,-6.26,0.000,0.000,0.000
5058,1000,0.00,-22.20,0.000,0.000,0.000,0.00,16.63,0.000,0.000,0.000,0.00,-9.17,0.000,0.000,0.000
5078,1000,0.00,-34.26,0.000,0.000,0.000,0.00,22.11,0.000,0.000,0.000,0.00,-12.19,0.000,0.000,0.000
5112,1000,0.00,-49.37,0.000,0.000,0.000,0.00,31.52,0.000,0.000,0.000,0.00,-16.91,0.000,0.000,0.000
5118,1000,0.00,-51.07,0.000,0.000,0.000,0.00,33.26,0.000,0.000,0.000,0.00,-17.59,0.000,0.000,0.000
5138,1000,0.00,-54.75,0.000,0.000,0.000,0.00,38.92,0.000,0.000,0.000,0.00,-19.36,0.000,0.000,0.000
5158,1000,0.00,-55.69,0.000,0.000,0.000,0.00,44.14,0.000,0.000,0.000,0.00,-20.08,0.000,0.000,0.000
5178,1000,0.00,-55.11,0.000,0.000,0.000,0.00,49.03,0.000,0.000,0.000,0.00,-19.35,0.000,0.000,0.000
5198,1000,0.00,-53.40,0.000,0.000,0.000,0.00,52.80,0.000,0.000,0.000,0.00,-17.39,0.000,0.000,0.000
5218,1000,0.00,-50.00,0.000,0.000,0.000,0.00,54.31,0.000,0.000,0.000,0.00,-14.81,0.000,0.000,0.000
5238,1000,0.00,-45.62,0.000,0.000,0.000,0.00,52.72,0.000,0.000,0.000,0.00,-13.27,0.000,0.000,0.000
5258,1000,0.00,-39.65,0.000,0.000,0.000,0.00,48.95,0.000,0.000,0.000,0.00,-12.34,0.000,0.000,0.000
5278,1000,0.00,-33.48,0.000,0.000,0.000,0.00,43.67,0.000,0.000,0.000,0.00,-11.49,0.000,0.000,0.000
5298,1000,0.00,-28.58,0.000,0.000,0.000,0.00,38.08,0.000,0.000,0.000,0.00,-10.37,0.000,0.000,0.000
5318,1000,0.00,-25.54,0.000,0.000,0.000,0.00,32.80,0.000,0.000,0.000,0.00,-8.29,0.000,0.000,0.000
5338,1000,0.00,-22.93,0.000,0.000,0.000,0.00,28.54,0.000,0.000,0.000,0.00,-5.42,0.000,0.000,0.000
5358,1000,0.00,-20.27,0.000,0.000,0.000,0.00,24.26,0.000,0.000,0.000,0.00,-2.20,0.000,0.000,0.000
5378,1000,0.00,-19.22,0.000,0.000,0.000,0.00,19.58,0.000,0.000,0.000,0.00,0.62,0.000,0.000,0.000
5398,1000,0.00,-20.23,0.000,0.000,0.000,0.00,14.87,0.000,0.000,0.000,0.00,3.40,0.000,0.000,0.000
5418,1000,0.00,-20.64,0.000,0.000,0.000,0.00,10.23,0.000,0.000,0.000,0.00,6.22,0.000,0.000,0.000
5438,1000,0.00,-18.43,0.000,0.000,0.000,0.00,5.84,0.000,0.000,0.000,0.00,8.68,0.000,0.000,0.000
5458,1000,0.00,-13.78,0.000,0.000,0.000,0.00,1.18,0.000,0.000,0.000,0.00,10.36,0.000,0.000,0.000
5478,1000,0.00,-6.81,0.000,0.000,0.000,0.00,-4.13,0.000,0.000,0.000,0.00,11.51,0.000,0.000,0.000
5498,1000,0.00,3.59,0.000,0.000,0.000,0.00,-9.11,0.000,0.000,0.000,0.00,12.79,0.000,0.000,0.000
5518,1000,0.00,15.91,0.000,0.000,0.000,0.00,-13.87,0.000,0.000,0.000,0.00,14.25,0.000,0.000,0.000
5538,1000,0.00,27.12,0.000,0.000,0.000,0.00,-18.00,0.000,0.000,0.000,0.00,15.17,0.000,0.000,0.000
5558,1000,0.00,37.80,0.000,0.000,0.000,0.00,-22.33,0.000,0.000,0.000,0.00,15.57,0.000,0.000,0.000
5578,1000,0.00,49.51,0.000,0.000,0.000,0.00,-25.63,0.000,0.000,0.000,0.00,15.35,0.000,0.000,0.000
5598,1000,0.00,61.09,0.000,0.000,0.000,0.00,-28.21,0.000,0.000,0.000,0.00,15.11,0.000,0.000,0.000
5618,1000,0.00,69.59,0.000,0.000,0.000,0.00,-28.93,0.000,0.000,0.000,0.00,14.68,0.000,0.000,0.000
5638,1000,0.00,73.70,0.000,0.000,0.000,0.00,-28.61,0.000,0.000,0.000,0.00,13.98,0.000,0.000,0.000
5658,1000,0.00,73.93,0.000,0.000,0.000,0.00,-27.71,0.000,0.000,0.000,0.00,12.36,0.000,0.000,0.000
5678,1000,0.00,74.06,0.000,0.000,0.000,0.00,-26.56,0.000,0.000,0.000,0.00,9.89,0.000,0.000,0.000
5698,1000,0.00,74.32,0.000,0.000,0.000,0.00,-24.70,0.000,0.000,0.000,0.00,7.00,0.000,0.000,0.000
5718,1000,0.00,72.05,0.000,0.000,0.000,0.00,-22.13,0.000,0.000,0.000,0.00,3.57,0.000,0.000,0.000
5738,1000,0.00,67.09,0.000,0.000,0.000,0.00,-19.49,0.000,0.000,0.000,0.00,-0.26,0.000,0.000,0.000
5758,1000,0.00,63.27,0.000,0.000,0.000,0.00,-16.55,0.000,0.000,0.000,0.00,-4.46,0.000,0.000,0.000
5778,1000,0.00,62.02,0.000,0.000,0.000,0.00,-12.76,0.000,0.000,0.000,0.00,-8.69,0.000,0.000,0.000
5798,1000,0.00,60.29,0.000,0.000,0.000,0.00,-8.12,0.000,0.000,0.000,0.00,-12.48,0.000,0.000,0.000
5818,1000,0.00,56.31,0.000,0.000,0.000,0.00,-1.77,0.000,0.000,0.000,0.00,-15.21,0.000,0.000,0.000
5838,1000,0.00,51.54,0.000,0.000,0.000,0.00,7.53,0.000,0.000,0.000,0.00,-16.31,0.000,0.000,0.000
5858,1000,0.00,46.52,0.000,0.000,0.000,0.00,20.98,0.000,0.000,0.000,0.00,-15.94,0.000,0.000,0.000
5878,1000,0.00,41.42,0.000,0.000,0.000,0.00,34.60,0.000,0.000,0.000,0.00,-15.52,0.000,0.000,0.000
5898,1000,0.00,38.09,0.000,0.000,0.000,0.00,45.41,0.000,0.000,0.000,0.00,-16.16,0.000,0.000,0.000
5918,1000,0.00,37.32,0.000,0.000,0.000,0.00,52.45,0.000,0.000,0.000,0.00,-17.73,0.000,0.000,0.000
5957,1000,0.00,30.78,0.000,0.000,0.000,0.00,59.62,0.000,0.000,0.000,0.00,-21.99,0.000,0.000,0.000
5958,1000,0.00,30.08,0.000,0.000,0.000,0.00,59.82,0.000,0.000,0.000,0.00,-22.20,0.000,0.000,0.000
5978,1000,0.00,20.70,0.000,0.000,0.000,0.00,61.27,0.000,0.000,0.000,0.00,-24.34,0.000,0.000,0.000
5998,1000,0.00,8.95,0.000,0.000,0.000,0.00,61.21,0.000,0.000,0.000,0.00,-26.20,0.000,0.000,0.000
6018,1000,0.00,-5.43,0.000,0.000,0.000,0.00,59.67,0.000,0.000,0.000,0.00,-27.62,0.000,0.000,0.000
6038,1000,0.00,-18.50,0.000,0.000,0.000,0.00,56.58,0.000,0.000,0.000,0.00,-29.07,0.000,0.000,0.000
6058,1000,0.00,-27.28,0.000,0.000,0.000,0.00,52.83,0.000,0.000,0.000,0.00,-30.63,0.000,0.000,0.000
6078,1000,0.00,-32.81,0.000,0.000,0.000,0.00,48.29,0.000,0.000,0.000,0.00,-31.44,0.000,0.000,0.000
6098,1000,0.00,-38.15,0.000,0.000,0.000,0.00,43.55,0.000,0.000,0.000,0.00,-31.64,0.000,0.000,0.000
6118,1000,0.00,-44.24,0.000,0.000,0.000,0.00,38.49,0.000,0.000,0.000,0.00,-31.46,0.000,0.000,0.000
6138,1000,0.00,-48.70,0.000,0.000,0.000,0.00,32.08,0.000,0.000,0.000,0.00,-30.48,0.000,0.000,0.000
6158,1000,0.00,-50.64,0.000,0.000,0.000,0.00,24.94,0.000,0.000,0.000,0.00,-28.14,0.000,0.000,0.000
6178,1000,0.00,-50.96,0.000,0.000,0.000,0.00,17.79,0.000,0.000,0.000,0.00,-23.21,0.000,0.000,0.000
6198,1000,0.00,-49.65,0.000,0.000,0.000,0.00,11.79,0.000,0.000,0.000,0.00,-14.62,0.000,0.000,0.000
6218,1000,0.00,-46.90,0.000,0.000,0.000,0.00,7.38,0.000,0.000,0.000,0.00,-3.46,0.000,0.000,0.000
6238,1000,0.00,-44.41,0.000,0.000,0.000,0.00,3.61,0.000,0.000,0.000,0.00,6.51,0.000,0.000,0.000
6258,1000,0.00,-43.02,0.000,0.000,0.000,0.00,-0.35,0.000,0.000,0.000,0.00,13.61,0.000,0.000,0.000
6278,1000,0.00,-43.26,0.000,0.000,0.000,0.00,-5.14,0.000,0.000,0.000,0.00,17.78,0.000,0.000,0.000
6298,1000,0.00,-43.85,0.000,0.000,0.000,0.00,-11.49,0.000,0.000,0.000,0.00,19.40,0.000,0.000,0.000
6318,1000,0.00,-42.35,0.000,0.000,0.000,0.00,-18.73,0.000,0.000,0.000,0.00,18.99,0.000,0.000,0.000
6338,1000,0.00,-37.78,0.000,0.000,0.000,0.00,-26.52,0.000,0.000,0.000,0.00,18.88,0.000,0.000,0.000
6358,1000,0.00,-31.45,0.000,0.000,0.000,0.00,-34.62,0.000,0.000,0.000,0.00,18.41,0.000,0.000,0.000
6378,1000,0.00,-24.58,0.000,0.000,0.000,0.00,-43.32,0.000,0.000,0.000,0.00,17.77,0.000,0.000,0.000
6398,1000,0.00,-17.83,0.000,0.000,0.000,0.00,-51.97,0.000,0.000,0.000,0.00,17.31,0.000,0.000,0.000
6418,1000,0.00,-12.70,0.000,0.000,0.000,0.00,-59.94,0.000,0.000,0.000,0.00,17.57,0.000,0.000,0.000
6438,1000,0.00,-10.75,0.000,0.000,0.000,0.00,-68.00,0.000,0.000,0.000,0.00,17.83,0.000,0.000,0.000
6458,1000,0.00,-11.48,0.000,0.000,0.000,0.00,-75.71,0.000,0.000,0.000,0.00,17.31,0.000,0.000,0.000
6478,1000,0.00,-12.76,0.000,0.000,0.000,0.00,-83.00,0.000,0.000,0.000,0.00,16.67,0.000,0.000,0.000
6498,1000,0.00,-13.46,0.000,0.000,0.000,0.00,-88.55,0.000,0.000,0.000,0.00,16.07,0.000,0.000,0.000
6518,1000,0.00,-13.33,0.000,0.000,0.000,0.00,-92.50,0.000,0.000,0.000,0.00,15.54,0.000,0.000,0.000
6538,1000,0.00,-12.24,0.000,0.000,0.000,0.00,-94.47,0.000,0.000,0.000,0.00,14.87,0.000,0.000,0.000
6558,1000,0.00,-9.10,0.000,0.000,0.000,0.00,-94.03,0.000,0.000,0.000,0.00,14.83,0.000,0.000,0.000
6578,1000,0.00,-1.77,0.000,0.000,0.000,0.00,-88.79,0.000,0.000,0.000,0.00,17.63,0.000,0.000,0.000
6598,1000,0.00,9.71,0.000,0.000,0.000,0.00,-76.19,0.000,0.000,0.000,0.00,24.94,0.000,0.000,0.000
6618,1000,0.00,17.35,0.000,0.000,0.000,0.00,-63.19,0.000,0.000,0.000,0.00,31.03,0.000,0.000,0.000
6638,1000,0.00,20.74,0.000,0.000,0.000,0.00,-55.05,0.000,0.000,0.000,0.00,32.79,0.000,0.000,0.000
6658,1000,0.00,24.14,0.000,0.000,0.000,0.00,-50.07,0.000,0.000,0.000,0.00,30.97,0.000,0.000,0.000
6678,1000,0.00,27.94,0.000,0.000,0.000,0.00,-46.94,0.000,0.000,0.000,0.00,27.22,0.000,0.000,0.000
6698,1000,0.00,28.46,0.000,0.000,0.000,0.00,-44.91,0.000,0.000,0.000,0.00,22.45,0.000,0.000,0.000
6718,1000,0.00,25.85,0.000,0.000,0.000,0.00,-43.72,0.000,0.000,0.000,0.00,17.66,0.000,0.000,0.000
6738,1000,0.00,24.83,0.000,0.000,0.000,0.00,-42.84,0.000,0.000,0.000,0.00,12.93,0.000,0.000,0.000
6773,1000,0.00,30.41,0.000,0.000,0.000,0.00,-40.74,0.000,0.000,0.000,0.00,4.56,0.000,0.000,0.000
6778,1000,0.00,31.09,0.000,0.000,0.000,0.00,-40.36,0.000,0.000,0.000,0.00,3.31,0.000,0.000,0.000
6798,1000,0.00,32.67,0.000,0.000,0.000,0.00,-38.52,0.000,0.000,0.000,0.00,-1.20,0.000,0.000,0.000
6818,1000,0.00,35.10,0.000,0.000,0.000,0.00,-36.45,0.000,0.000,0.000,0.00,-5.53,0.000,0.000,0.000
6838,1000,0.00,41.19,0.000,0.000,0.000,0.00,-33.74,0.000,0.000,0.000,0.00,-10.29,0.000,0.000,0.000
6858,1000,0.00,48.48,0.000,0.000,0.000,0.00,-30.29,0.000,0.000,0.000,0.00,-15.15,0.000,0.000,0.000
6878,1000,0.00,50.98,0.000,0.000,0.000,0.00,-25.57,0.000,0.000,0.000,0.00,-19.12,0.000,0.000,0.000
6898,1000,0.00,41.10,0.000,0.000,0.000,0.00,-19.63,0.000,0.000,0.000,0.00,-19.12,0.000,0.000,0.000
6918,1000,0.00,25.88,0.000,0.000,0.000,0.00,-11.92,0.000,0.000,0.000,0.00,-14.46,0.000,0.000,0.000
6938,1000,0.00,19.59,0.000,0.000,0.000,0.00,-2.90,0.000,0.000,0.000,0.00,-11.20,0.000,0.000,0.000
6958,1000,0.00,23.83,0.000,0.000,0.000,0.00,6.80,0.000,0.000,0.000,0.00,-10.94,0.000,0.000,0.000
6978,1000,0.00,28.67,0.000,0.000,0.000,0.00,16.34,0.000,0.000,0.000,0.00,-11.47,0.000,0.000,0.000
6998,1000,0.00,30.31,0.000,0.000,0.000,0.00,27.77,0.000,0.000,0.000,0.00,-12.48,0.000,0.000,0.000
7018,1000,0.00,29.64,0.000,0.000,0.000,0.00,42.23,0.000,0.000,0.000,0.00,-13.49,0.000,0.000,0.000
7038,1000,0.00,28.86,0.000,0.000,0.000,0.00,57.90,0.000,0.000,0.000,0.00,-14.77,0.000,0.000,0.000
7058,1000,0.00,28.64,0.000,0.000,0.000,0.00,71.38,0.000,0.000,0.000,0.00,-16.63,0.000,0.000,0.000
7078,1000,0.00,27.88,0.000,0.000,0.000,0.00,82.00,0.000,0.000,0.000,0.00,-19.20,0.000,0.000,0.000
7098,1000,0.00,26.55,0.000,0.000,0.000,0.00,88.55,0.000,0.000,0.000,0.00,-22.46,0.000,0.000,0.000
7118,1000,0.00,23.53,0.000,0.000,0.000,0.00,92.66,0.000,0.000,0.000,0.00,-25.90,0.000,0.000,0.000
7138,1000,0.00,19.07,0.000,0.000,0.000,0.00,94.54,0.000,0.000,0.000,0.00,-28.22,0.000,0.000,0.000
7158,1000,0.00,10.23,0.000,0.000,0.000,0.00,94.26,0.000,0.000,0.000,0.00,-30.42,0.000,0.000,0.000
7178,1000,0.00,-3.23,0.000,0.000,0.000,0.00,91.50,0.000,0.000,0.000,0.00,-32.66,0.000,0.000,0.000
7198,1000,0.00,-15.77,0.000,0.000,0.000,0.00,86.87,0.000,0.000,0.000,0.00,-35.07,0.000,0.000,0.000
7218,1000,0.00,-23.57,0.000,0.000,0.000,0.00,81.36,0.000,0.000,0.000,0.00,-36.77,0.000,0.000,0.000
7238,1000,0.00,-28.27,0.000,0.000,0.000,0.00,74.86,0.000,0.000,0.000,0.00,-37.81,0.000,0.000,0.000
7258,1000,0.00,-32.72,0.000,0.000,0.000,0.00,67.50,0.000,0.000,0.000,0.00,-38.59,0.000,0.000,0.000
7278,1000,0.00,-37.14,0.000,0.000,0.000,0.00,59.90,0.000,0.000,0.000,0.00,-38.80,0.000,0.000,0.000
7298,1000,0.00,-41.39,0.000,0.000,0.000,0.00,52.29,0.000,0.000,0.000,0.00,-38.10,0.000,0.000,0.000
7318,1000,0.00,-45.59,0.000,0.000,0.000,0.00,44.46,0.000,0.000,0.000,0.00,-36.66,0.000,0.000,0.000
7338,1000,0.00,-49.63,0.000,0.000,0.000,0.00,36.42,0.000,0.000,0.000,0.00,-34.71,0.000,0.000,0.000
7358,1000,0.00,-52.81,0.000,0.000,0.000,0.00,28.71,0.000,0.000,0.000,0.00,-32.19,0.000,0.000,0.000
7378,1000,0.00,-54.84,0.000,0.000,0.000,0.00,22.32,0.000,0.000,0.000,0.00,-29.24,0.000,0.000,0.000
7398,1000,0.00,-55.75,0.000,0.000,0.000,0.00,17.15,0.000,0.000,0.000,0.00,-25.44,0.000,0.000,0.000
7418,1000,0.00,-55.55,0.000,0.000,0.000,0.00,12.61,0.000,0.000,0.000,0.00,-21.71,0.000,0.000,0.000
7438,1000,0.00,-54.79,0.000,0.000,0.000,0.00,8.71,0.000,0.000,0.000,0.00,-17.79,0.000,0.000,0.000
7458,1000,0.00,-53.68,0.000,0.000,0.000,0.00,5.56,0.000,0.000,0.000,0.00,-13.79,0.000,0.000,0.000
7478,1000,0.00,-51.80,0.000,0.000,0.000,0.00,3.44,0.000,0.000,0.000,0.00,-9.58,0.000,0.000,0.000
7498,1000,0.00,-48.75,0.000,0.000,0.000,0.00,2.45,0.000,0.000,0.000,0.00,-4.92,0.000,0.000,0.000
7518,1000,0.00,-45.94,0.000,0.000,0.000,0.00,1.56,0.000,0.000,0.000,0.00,-0.16,0.000,0.000,0.000
7538,1000,0.00,-45.36,0.000,0.000,0.000,0.00,0.19,0.000,0.000,0.000,0.00,4.19,0.000,0.000,0.000
7558,1000,0.00,-45.66,0.000,0.000,0.000,0.00,-2.36,0.000,0.000,0.000,0.00,8.16,0.000,0.000,0.000
7578,1000,0.00,-43.42,0.000,0.000,0.000,0.00,-5.77,0.000,0.000,0.000,0.00,11.32,0.000,0.000,0.000
7613,1000,0.00,-32.97,0.000,0.000,0.000,0.00,-13.23,0.000,0.000,0.000,0.00,15.49,0.000,0.000,0.000
7618,1000,0.00,-31.36,0.000,0.000,0.000,0.00,-14.35,0.000,0.000,0.000,0.00,16.03,0.000,0.000,0.000
7638,1000,0.00,-25.23,0.000,0.000,0.000,0.00,-18.81,0.000,0.000,0.000,0.00,18.04,0.000,0.000,0.000
7658,1000,0.00,-20.65,0.000,0.000,0.000,0.00,-22.87,0.000,0.000,0.000,0.00,20.38,0.000,0.000,0.000
7678,1000,0.00,-19.78,0.000,0.000,0.000,0.00,-26.67,0.000,0.000,0.000,0.00,23.17,0.000,0.000,0.000
7698,1000,0.00,-24.29,0.000,0.000,0.000,0.00,-30.06,0.000,0.000,0.000,0.00,26.09,0.000,0.000,0.000
7718,1000,0.00,-31.97,0.000,0.000,0.000,0.00,-33.54,0.000,0.000,0.000,0.00,28.99,0.000,0.000,0.000
7738,1000,0.00,-38.59,0.000,0.000,0.000,0.00,-36.88,0.000,0.000,0.000,0.00,31.54,0.000,0.000,0.000
7758,1000,0.00,-40.88,0.000,0.000,0.000,0.00,-39.54,0.000,0.000,0.000,0.00,33.96,0.000,0.000,0.000
7778,1000,0.00,-38.97,0.000,0.000,0.000,0.00,-41.90,0.000,0.000,0.000,0.00,36.35,0.000,0.000,0.000
7798,1000,0.00,-33.80,0.000,0.000,0.000,0.00,-44.27,0.000,0.000,0.000,0.00,37.92,0.000,0.000,0.000
7818,1000,0.00,-25.17,0.000,0.000,0.000,0.00,-46.99,0.000,0.000,0.000,0.00,38.53,0.000,0.000,0.000
7838,1000,0.00,-14.23,0.000,0.000,0.000,0.00,-50.26,0.000,0.000,0.000,0.00,38.12,0.000,0.000,0.000
7858,1000,0.00,-3.62,0.000,0.000,0.000,0.00,-53.71,0.000,0.000,0.000,0.00,37.00,0.000,0.000,0.000
7878,1000,0.00,6.02,0.000,0.000,0.000,0.00,-56.93,0.000,0.000,0.000,0.00,35.80,0.000,0.000,0.000
7898,1000,0.00,15.01,0.000,0.000,0.000,0.00,-59.92,0.000,0.000,0.000,0.00,34.32,0.000,0.000,0.000
7918,1000,0.00,21.86,0.000,0.000,0.000,0.00,-62.52,0.000,0.000,0.000,0.00,32.19,0.000,0.000,0.000
7938,1000,0.00,25.21,0.000,0.000,0.000,0.00,-64.91,0.000,0.000,0.000,0.00,29.78,0.000,0.000,0.000
7958,1000,0.00,26.34,0.000,0.000,0.000,0.00,-66.48,0.000,0.000,0.000,0.00,27.22,0.000,0.000,0.000
7978,1000,0.00,26.64,0.000,0.000,0.000,0.00,-67.00,0.000,0.000,0.000,0.00,24.71,0.000,0.000,0.000
7998,1000,0.00,26.17,0.000,0.000,0.000,0.00,-66.26,0.000,0.000,0.000,0.00,22.04,0.000,0.000,0.000
8018,1000,0.00,25.19,0.000,0.000,0.000,0.00,-64.23,0.000,0.000,0.000,0.00,19.23,0.000,0.000,0.000
8038,1000,0.00,24.63,0.000,0.000,0.000,0.00,-61.23,0.000,0.000,0.000,0.00,16.54,0.000,0.000,0.000
8058,1000,0.00,25.70,0.000,0.000,0.000,0.00,-57.37,0.000,0.000,0.000,0.00,13.78,0.000,0.000,0.000
8078,1000,0.00,27.85,0.000,0.000,0.000,0.00,-52.41,0.000,0.000,0.000,0.00,11.08,0.000,0.000,0.000
